0	22.5	47.5	5.0
0.25	20.365000000000002	45.365	9.27
0.5	18.521918550000002	43.52191855	12.9561629
0.75	16.916177770404335	41.91617777040433	16.167644459191337
1.0	15.50613856339387	40.50613856339387	18.987722873212267
1.25	14.259444830366443	39.25944483036644	21.481110339267122
1.5	13.150549610277226	38.150549610277224	23.698900779445555
1.75	12.158997670048363	37.15899767004836	25.68200465990328
2.0	11.268206340195414	36.268206340195405	27.46358731960918
2.25	10.464582868595008	35.464582868595	29.070834262809992
2.5	9.736874153069278	34.73687415306927	30.52625169386145
2.75	9.075680134717327	34.075680134717324	31.848639730565353
3.0	8.473084508031338	33.473084508031334	33.05383098393733
3.25	7.922370875961258	32.922370875961256	34.15525824807749
3.5	7.417802040694676	32.417802040694674	35.16439591861065
3.75	6.954446562389379	31.95444656238938	36.09110687522124
4.0	6.528041133729262	31.52804113372926	36.94391773254148
4.25	6.1348803938217475	31.134880393821746	37.73023921235651
4.5	5.771727978843842	30.77172797884384	38.45654404231232
4.75	5.435744164199268	30.435744164199264	39.12851167160147
5.0	5.124426582587852	30.124426582587848	39.751146834824304
5.25	4.835561331275206	29.8355613312752	40.3288773374496
5.5	4.567182396603123	29.56718239660312	40.86563520679376
5.75	4.317537784288681	29.317537784288678	41.364924431422644
6.0	4.085061092252437	29.085061092252435	41.82987781549513
6.25	3.8683475282926936	28.86834752829269	42.26330494341462
6.5	3.6661335791504697	28.66613357915047	42.66773284169906
6.75	3.4772796957734466	28.477279695773444	43.04544060845311
7.0	3.3007554831237242	28.300755483123723	43.398489033752554
7.25	3.1356269799656715	28.13562697996567	43.72874604006866
7.5	2.981045690872445	27.981045690872445	44.03790861825511
7.75	2.836239093815812	27.836239093815813	44.327521812368374
8.0	2.700502395636627	27.70050239563663	44.59899520872674
8.25	2.573191347081481	27.573191347081483	44.853617305837034
8.5	2.4537159609629353	27.45371596096294	45.09256807807412
8.75	2.341535002919657	27.34153500291966	45.31692999416068
9.0	2.2361511454309584	27.236151145430963	45.527697709138074
9.25	2.137106693123555	27.13710669312356	45.72578661375288
9.5	2.043979801738667	27.043979801738672	45.912040396522656
9.75	1.9563811249901635	26.95638112499017	46.08723775001966
